약국 이름,주소,경도,위도
플러스약국,경상북도 경산시 경안로 288 홈플러스 경산점 지하1층 (중방동),128.7356386,35.8328287
새경북약국,경상북도 경산시 중앙로16길 2 (중방동),128.735674,35.8230818
하나로약국,"경상북도 안동시 강남5길 10 102호 (정하동, 남광빌딩)",128.7356882,36.5509932
경산중앙약국,경상북도 경산시 중앙로 81 (중방동),128.7358187,35.8236043
삼성약국,경상남도 김해시 진영읍 진영로 209 (),128.7358674,35.3027868
비타민약국,경상남도 김해시 진영읍 진영로 209 (진영읍),128.7358674,35.3027868
진영명문약국,경상남도 김해시 진영읍 진영로 210 210,128.7359317,35.3025513
박약국,경상북도 봉화군 봉화읍 봉화로 1153 (),128.7359849,36.8912038
경북연합약국,경상북도 경산시 중앙로 83 1층 (중방동),128.7360269,35.8236528
희망약국,경상북도 경산시 중방로 17 1층 (중방동),128.736076,35.8303321
우리약국,경상북도 청도군 화양읍 청화로 77 (화양읍),128.7361583,35.6479227
청도약국,경상북도 청도군 청도읍 청화로 82 (청도읍),128.7362817,35.647529
마미약국,경상북도 경산시 경안로 215 (중방동),128.7363763,35.8265654
장 약국,경상북도 경산시 경안로 234 (중방동),128.7364283,35.8283577
하늘약국,경상북도 경산시 경안로 203 (중방동),128.7365568,35.8256719
엄약국,경상북도 봉화군 봉화읍 봉화로 1157 (봉화읍),128.7365841,36.8911094
사랑약국,경상북도 청도군 화양읍 청화로 79-5 (),128.7365895,35.6483703
조이약국,경상남도 김해시 진영읍 본산로 15-17 106호,128.7366013,35.3066815
한빛약국,경상북도 경산시 경안로39길 2 (중방동),128.7367254,35.824831
오거리약국,경상북도 경산시 경안로 191 (중방동),128.7368409,35.8245052
경산종합약국,경상북도 경산시 경안로 195 (중방동),128.7368585,35.8248718
우리약국,경상북도 경산시 경안로 206 1층 (중방동),128.7370078,35.8259693
새생명약국,경상북도 경산시 경안로 204 경도빌딩 1층 (중방동),128.7370995,35.8257123
온누리영제약국,경상북도 경산시 경안로 192-1 (중방동),128.7373435,35.8247216
참조은약국,경상북도 경산시 경안로 202 (중방동),128.7373615,35.8255842
건강약국,경상북도 경산시 경안로42길 6 1층 (중방동),128.7374612,35.8257984
새동산약국,경상북도 봉화군 봉화읍 봉화로 1163 1163,128.7374831,36.891037
새별약국,경상북도 경산시 경안로 186 1층 (중방동),128.7376086,35.8242493
경산제일약국,경상북도 경산시 경안로38길 17 (중방동),128.7377259,35.8258317
장수약국,경상북도 경산시 원효로 2 (중방동),128.7377397,35.8235937
정약국,경상북도 경산시 경안로38길 21 101호 (중방동),128.7377418,35.8262149
본약국,경상남도 김해시 진영읍 본산로 17 101호,128.7379515,35.307167
동아약국,경상북도 경산시 경안로 123 (삼북동),128.737968,35.818607
연합약국,경상북도 청도군 청도읍 청화로 99 (청도읍),128.7382589,35.647274
세종약국,경상북도 청도군 청도읍 청화로 106 (),128.7384802,35.646613
푸른솔약국,경상북도 경산시 경청로221길 3 (백천동),128.7386363,35.8041558
백천동방약국,경상북도 경산시 경청로221길 1 (백천동),128.7388851,35.8040407
신화약국,경상북도 경산시 삼성현로 363 (백천동),128.7390517,35.8085629
정문약국,경상북도 경산시 경안로 7 (백천동),128.7406754,35.8085283
햇빛약국,경상북도 청도군 청도읍 청화로 154 102호 햇빛약국,128.7426429,35.6437054
수성약국,경상남도 밀양시 북성로 11-10 (내이동),128.7439732,35.4990925
단골약국,경상남도 밀양시 북성로 10 1층 (내이동),128.7440166,35.4980435
주차장약국,경상남도 밀양시 북성로 11-8 (내이동),128.7440708,35.4989097
삼성약국,경상남도 밀양시 북성로 11-2 (내이동),128.7442023,35.498471
화산약국,경상북도 청도군 청도읍 청화로 179 (청도읍),128.74472,35.6425987
영남약국,경상북도 청도군 청도읍 중앙로 5 (),128.7450474,35.6428529
용암약국,경상북도 청도군 청도읍 청화로 187-1 (청도읍),128.7453648,35.6420619
장수약국,경상북도 청도군 청도읍 청화로 195 (청도읍),128.7458644,35.6416552
건강약국,경상남도 밀양시 중앙로 450 (내이동),128.7459043,35.499268
소망약국,경상북도 청도군 청도읍 청화로 193 (),128.7459201,35.6418233
소망약국,경상남도 밀양시 내이2길 28 1층 (내이동),128.7459748,35.4976385
조은약국,경상남도 밀양시 중앙로 413 1층 102호 (내이동),128.7477682,35.4965697
광천당약국,경상남도 김해시 진례면 진례로 252 (진례면),128.7483098,35.2499735
햇살약국,경상남도 밀양시 미리벌중앙로 67 1층 (삼문동),128.7484543,35.4837441
행복약국,경상남도 밀양시 노상하4길 5 (내이동),128.748672,35.4961555
밀양제일약국,경상남도 밀양시 중앙로 403 (내이동),128.7487836,35.4962739
안아약국,경상남도 밀양시 밀양대로 1819 (삼문동),128.7489775,35.487065
새론약국,대구광역시 동구 메디밸리로 19 1층 103호 (대림동),128.7492991,35.8742316
샛별약국,경상남도 밀양시 약산로 42 (내이동),128.7493542,35.4925165
푸른약국,경상남도 밀양시 밀성로 14 (내이동),128.7495477,35.5016711
가온약국,대구광역시 동구 메디밸리로 1 1층 (대림동),128.7495552,35.8726639
친우약국,경상남도 창원시 진해구 웅천중로51번길 2 (남문동),128.7496936,35.1105119
고려약국,경상남도 김해시 진례면 송현로 13 (진례면),128.7498109,35.2489466
금빛약국,경상북도 안동시 경동로 847 (용상동),128.7499382,36.561031
신남문약국,경상남도 창원시 진해구 웅천동로 126 1층 103호 (남문동),128.7510153,35.1064535
우리들약국,경상남도 밀양시 중앙로 381-1 (내이동),128.7510411,35.4956894
밀성메디칼약국,경상남도 밀양시 중앙로 381 (내이동),128.751132,35.4956747
시민약국,경상남도 밀양시 석정로 33 (내일동),128.7512161,35.4926859
예림약국,경상남도 밀양시 상남면 고노실길 4 (상남면),128.7512656,35.459083
용상약국,경상북도 안동시 경동로 872 (용상동),128.7512913,36.558997
공약국,경상북도 안동시 경동로 867 (용상동),128.7513836,36.559529
새삼성약국,"경상북도 안동시 경동로 871 (용상동,1층)",128.7517386,36.5592798
튼튼약국,경상남도 창원시 진해구 남영로 56 더원프라자  1층 102호 (남문동),128.7518785,35.1056025
감초당약국,경상북도 경산시 장산로 257 (사동),128.7527376,35.8176529
다나약국,경상남도 창원시 진해구 웅천동로106번길 31 센텀빌딩 1동 109호 (남문동),128.7528539,35.105245
동방약국,경상북도 경산시 장산로 262 (사동),128.7529217,35.8172074
밀양약국,"경상남도 밀양시 석정로 7-1 (내일동, 남정빌딩)",128.7529595,35.4915422
하나로약국,경상북도 경산시 장산로 263 (사동),128.7531732,35.8175906
배약국,경상남도 밀양시 중앙로 358 (내일동),128.7531973,35.4943611
영대정문약국,경상북도 경산시 대학로 285 (대동),128.7533167,35.8368229
경산새봄약국,경상북도 경산시 원효로 154 1층 (계양동),128.7536783,35.8205951
광제당약국,경상남도 밀양시 중앙로 349 (내일동),128.7536802,35.4938771
미래약국,경상남도 밀양시 삼문강변로 344-6 (삼문동),128.7537455,35.4893067
은결약국,경상북도 경산시 대학로 291 (대동),128.7537516,35.8371534
명진약국,경상남도 밀양시 중앙로 339 (내일동),128.7538674,35.4930528
오약국,경상남도 밀양시 중앙로 289 (삼문동),128.7541253,35.4886669
명산온누리약국,경상북도 경산시 삼풍로 4 (삼풍동),128.7544727,35.820936
그린약국,경상북도 경산시 백자로 65 1층 103호 (사동),128.7545687,35.8119799
고려약국,경상북도 안동시 경동로 912 (용상동),128.7547389,36.5567833
밝은약국,"경상북도 경산시 백자로10길 3-11 1층 103호 (사동, 드림프라자)",128.7547807,35.8114358
바다약국,경상북도 경산시 대학로 309 1층 (조영동),128.7550469,35.8382157
하나약국,경상북도 경산시 백자로 77 1층 (사동),128.755222,35.8127551
혜성한약국,경상북도 봉화군 상운면 예봉로 1277-2 (상운면),128.7553306,36.8334948
문조약국,경상남도 밀양시 삼문중앙로 32 (삼문동),128.7556256,35.4846367
미래약국,경상북도 경산시 백자로 78 103호 (사동),128.7557768,35.812509
규태약국,경상남도 밀양시 삼문중앙로 36-4 (삼문동),128.7558805,35.4848087
현대약국,경상남도 밀양시 삼문중앙로 37 (삼문동),128.7560407,35.4852958
튼튼약국,경상남도 밀양시 삼문중앙로 38 1층 (삼문동),128.7560496,35.4849797
중앙약국,경상남도 밀양시 삼문중앙로 43 (삼문동),128.7565649,35.4856164
세종셀메드약국,경상남도 밀양시 삼문중앙로 49 (삼문동),128.7569741,35.4858659
천마약국,경상북도 경산시 대학로 333 (조영동),128.7572378,35.8398022
영대약국,경상북도 경산시 대학로 336 (조영동),128.7579441,35.8393232
하나약국,경상남도 밀양시 중앙로 227-1 (삼문동),128.758003,35.4840468
숙천약국,경상북도 경산시 하양읍 대경로 26 26,128.7581203,35.8763062
순천당약국,경상북도 경산시 압량면 대학로 345 345,128.7583011,35.8402072
햇살약국,경상북도 경산시 백양로35길 1-3 (사동),128.7591719,35.811386
사동우리약국,경상북도 경산시 백양로 180 (사동),128.7603995,35.8103303
현대약국,경상북도 안동시 길주길 93 (용상동),128.7620711,36.5547095
건 약국,경상북도 경산시 압량읍 대학로 388 1층 104호,128.7625889,35.8421606
모아약국,경상북도 경산시 압량읍 압독3로 15 1층,128.7641013,35.8411522
경대약국,경상북도 경산시 박물관로9길 4-3 (사동),128.7641749,35.8151446
신대온누리약국,경상북도 경산시 압량면 압독3로 21 1층 101호,128.7643261,35.8416116
신대굿모닝약국,경상북도 경산시 압량면 압독3로 25 (),128.7645251,35.841917
우리약국,경상남도 밀양시 상남면 상남로 792 (상남면),128.7650395,35.4290892
보명약국,경상남도 밀양시 중앙로 119-1 (가곡동),128.7654271,35.4764931
센텀약국,경상남도 밀양시 가곡7길 3 (가곡동),128.767475,35.4749253
명진약국,"경상남도 창원시 진해구 웅동로 72 104호 (마천동, 남명프라자)",128.7840172,35.1246041
소망약국,경상북도 영천시 신녕면 장수로 1673 (),128.7881011,36.0410015
계영약국,경상북도 영천시 신녕면 장수로 1688-1 (),128.7882189,36.042483
두산약국,경상북도 경산시 진량읍 선화로20길 25-1 윤성1차 107동 102호,128.7945998,35.8659416
메디팜명성약국,경상남도 김해시 계동로23번길 19-14 (관동동),128.7952483,35.177588
치유약국,경상남도 김해시 계동로 21 (관동동),128.7957075,35.1781596
연두약국,경상남도 김해시 계동로102번길 31 (대청동),128.7975815,35.1863945
갑오약국,"경상남도 김해시 대청로 117 2동 217.312호 (대청동, 대청프라자)",128.7981311,35.1853199
명인약국,"경상남도 김해시 번화1로79번길 2 207-1호 (대청동, 센터빌딩)",128.7992039,35.1944371
휘명동산약국,경상북도 영천시 신녕면 신화로 114-8 (),128.7996457,36.0449453
서울약국,"경상남도 김해시 번화1로80번길 5 101호 (대청동, 메카빌딩)",128.8000135,35.1947149
오즈정약국,경상남도 김해시 계동로 203 (대청동),128.8003833,35.1902541
제일약국,경상남도 김해시 월산로 111-43 드림피아상가 104호 (부곡동),128.800726,35.2036481
큰보람약국,경상남도 김해시 번화1로80번길 15 (대청동),128.8010403,35.1950523
올리브약국,경상남도 김해시 번화1로44번길 6 제이에이치빌딩 1층 102호 (대청동),128.8012627,35.1909206
연화약국,"경상남도 김해시 번화1로56번길 15 3층 (대청동, 롯데마트)",128.8012981,35.1930379
푸른솔한약국,경상남도 김해시 번화1로68번길 15 (대청동),128.801521,35.1940536
한림약국,경상남도 김해시 한림면 한림로 405 (한림면),128.8020306,35.3229956
금오온누리약국,경상남도 김해시 번화1로84번길 28 101호 (대청동),128.8023546,35.1954828
파파스약국,"경상남도 김해시 번화1로44번길 28-0 (대청동, 314, 2호)",128.803496,35.1916634
늘푸른나무약국,"경상남도 김해시 번화2로 33 1층 (대청동, 하나로마트)",128.8046909,35.1919192
세계로약국,경상남도 김해시 장유로 167-9 (부곡동),128.805073,35.2086924
온누리유강약국,경상남도 김해시 장유로 180 (부곡동),128.8055333,35.2070828
메디칼약국,"경상남도 창원시 진해구 안청남로 28 (안골동, 메디칼약국)",128.8060191,35.1010068
혜민약국,"경상남도 창원시 진해구 안청북로 33 102호 (청안동, 풍림근린상가)",128.8067322,35.1043891
우리들약국,경상남도 김해시 능동로 153 (부곡동),128.8079688,35.202457
솔약국,"경상남도 김해시 능동로 153 104호 (부곡동, 삼화빌딩)",128.8079688,35.202457
힐링약국,"경상남도 창원시 진해구 안골로 339 107호 (용원동, 코아루아파트상가)",128.8081026,35.1015192
